shift_id,driver_id,shift_date,shift_start_time,shift_end_time,online_hours
9161,671,2026-01-02,2026-01-02 05:08:52,2026-01-02 17:08:52,12
9162,508,2025-10-23,2025-10-23 01:00:52,2025-10-23 09:00:52,8
9163,623,2026-03-28,2026-03-28 09:33:52,2026-03-28 15:33:52,6
9164,843,2026-07-01,2026-07-01 21:23:52,2026-07-02 05:23:52,8
9165,790,2026-05-25,2026-05-25 20:48:52,2026-05-26 00:48:52,4
9166,503,2025-10-01,2025-10-01 01:45:52,2025-10-01 05:45:52,4
9167,858,2025-07-28,2025-07-28 05:27:52,2025-07-28 13:27:52,8
9168,404,2026-02-08,2026-02-08 09:18:52,2026-02-08 19:18:52,10
9169,270,2026-06-20,2026-06-20 08:45:52,2026-06-20 20:45:52,12
9170,345,2026-02-08,2026-02-08 19:13:52,2026-02-08 23:13:52,4
9171,427,2025-07-08,2025-07-08 20:14:52,2025-07-09 04:14:52,8
9172,657,2025-12-28,2025-12-28 22:46:52,2025-12-29 02:46:52,4
9173,175,2026-02-23,2026-02-23 12:34:52,2026-02-23 16:34:52,4
9174,13,2026-02-22,2026-02-22 04:55:52,2026-02-22 08:55:52,4
9175,544,2025-09-06,2025-09-06 12:31:52,2025-09-06 22:31:52,10
9176,694,2026-05-18,2026-05-18 05:08:52,2026-05-18 15:08:52,10
9177,435,2025-07-26,2025-07-26 05:42:52,2025-07-26 15:42:52,10
9178,821,2025-12-13,2025-12-13 17:09:52,2025-12-13 23:09:52,6
9179,540,2025-12-13,2025-12-13 14:34:52,2025-12-14 00:34:52,10
9180,521,2026-03-29,2026-03-29 15:55:52,2026-03-29 23:55:52,8
9181,128,2025-09-25,2025-09-25 19:06:52,2025-09-26 07:06:52,12
9182,429,2025-09-08,2025-09-08 13:49:52,2025-09-09 01:49:52,12
9183,779,2026-04-19,2026-04-19 08:05:52,2026-04-19 18:05:52,10
9184,307,2026-04-07,2026-04-07 11:15:52,2026-04-07 19:15:52,8
9185,161,2025-07-21,2025-07-21 16:07:52,2025-07-22 02:07:52,10
9186,847,2025-12-05,2025-12-05 13:45:52,2025-12-05 23:45:52,10
9187,389,2025-12-21,2025-12-21 15:52:52,2025-12-22 03:52:52,12
9188,222,2026-03-29,2026-03-29 17:30:52,2026-03-30 05:30:52,12
9189,102,2026-03-05,2026-03-05 07:16:52,2026-03-05 13:16:52,6
9190,432,2026-05-09,2026-05-09 15:52:52,2026-05-10 03:52:52,12
9191,44,2025-11-03,2025-11-03 21:34:52,2025-11-04 05:34:52,8
9192,673,2026-05-15,2026-05-15 14:49:52,2026-05-15 22:49:52,8
9193,34,2026-06-15,2026-06-15 19:43:52,2026-06-16 07:43:52,12
9194,380,2025-10-31,2025-10-31 03:20:52,2025-10-31 13:20:52,10
9195,382,2025-08-06,2025-08-06 06:07:52,2025-08-06 12:07:52,6
9196,683,2026-01-26,2026-01-26 06:01:52,2026-01-26 14:01:52,8
9197,555,2025-08-31,2025-08-31 00:24:52,2025-08-31 10:24:52,10
9198,128,2026-06-02,2026-06-02 23:04:52,2026-06-03 05:04:52,6
9199,430,2026-03-05,2026-03-05 12:45:52,2026-03-05 20:45:52,8
9200,212,2025-07-20,2025-07-20 05:18:52,2025-07-20 11:18:52,6
9201,813,2026-06-04,2026-06-04 17:21:52,2026-06-05 03:21:52,10
9202,551,2026-01-10,2026-01-10 07:58:52,2026-01-10 13:58:52,6
9203,990,2026-04-16,2026-04-16 06:44:52,2026-04-16 16:44:52,10
9204,351,2026-04-16,2026-04-16 23:12:52,2026-04-17 07:12:52,8
9205,660,2026-05-09,2026-05-09 01:55:52,2026-05-09 05:55:52,4
9206,806,2025-11-11,2025-11-11 09:04:52,2025-11-11 21:04:52,12
9207,984,2026-02-06,2026-02-06 07:31:52,2026-02-06 11:31:52,4
9208,294,2025-12-26,2025-12-26 01:17:52,2025-12-26 11:17:52,10
9209,462,2025-09-29,2025-09-29 08:06:52,2025-09-29 20:06:52,12
9210,732,2025-11-27,2025-11-27 18:42:52,2025-11-27 22:42:52,4
9211,601,2026-05-25,2026-05-25 22:54:52,2026-05-26 08:54:52,10
9212,780,2025-10-27,2025-10-27 17:18:52,2025-10-27 23:18:52,6
9213,716,2025-08-19,2025-08-19 22:13:52,2025-08-20 06:13:52,8
9214,695,2025-10-07,2025-10-07 09:47:52,2025-10-07 15:47:52,6
9215,489,2025-12-16,2025-12-16 19:53:52,2025-12-17 03:53:52,8
9216,304,2026-04-12,2026-04-12 11:53:52,2026-04-12 19:53:52,8
9217,299,2026-04-20,2026-04-20 12:50:52,2026-04-21 00:50:52,12
9218,48,2025-11-24,2025-11-24 04:20:52,2025-11-24 08:20:52,4
9219,984,2026-04-09,2026-04-09 16:13:52,2026-04-10 00:13:52,8
9220,428,2025-07-21,2025-07-21 05:54:52,2025-07-21 09:54:52,4
9221,395,2025-11-24,2025-11-24 07:12:52,2025-11-24 15:12:52,8
9222,824,2025-12-03,2025-12-03 15:13:52,2025-12-03 21:13:52,6
9223,732,2026-04-21,2026-04-21 22:27:52,2026-04-22 06:27:52,8
9224,867,2025-08-07,2025-08-07 16:40:52,2025-08-07 20:40:52,4
9225,578,2026-06-23,2026-06-23 17:27:52,2026-06-24 01:27:52,8
9226,68,2026-02-07,2026-02-07 18:08:52,2026-02-07 22:08:52,4
9227,542,2025-08-26,2025-08-26 07:57:52,2025-08-26 19:57:52,12
9228,557,2025-08-24,2025-08-24 04:08:52,2025-08-24 08:08:52,4
9229,560,2026-01-18,2026-01-18 17:35:52,2026-01-19 03:35:52,10
9230,334,2025-12-20,2025-12-20 17:56:52,2025-12-20 21:56:52,4
9231,247,2025-11-27,2025-11-27 14:19:52,2025-11-27 22:19:52,8
9232,874,2026-01-05,2026-01-05 10:42:52,2026-01-05 14:42:52,4
9233,785,2026-04-23,2026-04-23 04:26:52,2026-04-23 16:26:52,12
9234,623,2025-07-29,2025-07-29 00:59:52,2025-07-29 06:59:52,6
9235,315,2026-05-13,2026-05-13 03:42:52,2026-05-13 15:42:52,12
9236,511,2026-07-05,2026-07-05 21:46:52,2026-07-06 01:46:52,4
9237,365,2025-07-28,2025-07-28 09:39:52,2025-07-28 13:39:52,4
9238,640,2025-09-12,2025-09-12 09:13:52,2025-09-12 15:13:52,6
9239,695,2026-02-17,2026-02-17 18:51:52,2026-02-18 04:51:52,10
9240,623,2025-09-20,2025-09-20 23:02:52,2025-09-21 05:02:52,6
9241,225,2026-04-04,2026-04-04 02:14:52,2026-04-04 10:14:52,8
9242,116,2025-09-06,2025-09-06 17:34:52,2025-09-06 21:34:52,4
9243,819,2025-11-11,2025-11-11 12:53:52,2025-11-11 20:53:52,8
9244,983,2025-07-30,2025-07-30 03:13:52,2025-07-30 07:13:52,4
9245,271,2025-11-19,2025-11-19 18:54:52,2025-11-20 04:54:52,10
9246,863,2025-09-22,2025-09-22 21:36:52,2025-09-23 03:36:52,6
9247,275,2025-09-17,2025-09-17 22:04:52,2025-09-18 06:04:52,8
9248,772,2026-05-22,2026-05-22 04:46:52,2026-05-22 16:46:52,12
9249,108,2026-01-06,2026-01-06 18:09:52,2026-01-07 04:09:52,10
9250,94,2026-01-06,2026-01-06 05:20:52,2026-01-06 15:20:52,10
9251,256,2026-03-26,2026-03-26 01:07:52,2026-03-26 13:07:52,12
9252,37,2026-03-17,2026-03-17 15:12:52,2026-03-18 03:12:52,12
9253,181,2026-04-30,2026-04-30 14:10:52,2026-04-30 22:10:52,8
9254,461,2026-03-13,2026-03-13 00:06:52,2026-03-13 10:06:52,10
9255,710,2025-12-28,2025-12-28 01:40:52,2025-12-28 07:40:52,6
9256,671,2025-09-19,2025-09-19 08:43:52,2025-09-19 16:43:52,8
9257,592,2026-04-30,2026-04-30 13:56:52,2026-04-30 17:56:52,4
9258,205,2025-12-23,2025-12-23 11:03:52,2025-12-23 17:03:52,6
9259,511,2026-05-19,2026-05-19 03:07:52,2026-05-19 09:07:52,6
9260,6,2026-03-22,2026-03-22 05:24:52,2026-03-22 09:24:52,4
9261,496,2025-10-06,2025-10-06 02:10:52,2025-10-06 10:10:52,8
9262,229,2026-01-25,2026-01-25 12:36:52,2026-01-25 16:36:52,4
9263,282,2025-08-12,2025-08-12 02:56:52,2025-08-12 08:56:52,6
9264,272,2025-08-24,2025-08-24 14:53:52,2025-08-24 22:53:52,8
9265,799,2025-11-15,2025-11-15 13:42:52,2025-11-16 01:42:52,12
9266,899,2025-10-25,2025-10-25 11:34:52,2025-10-25 23:34:52,12
9267,980,2025-12-11,2025-12-11 13:55:52,2025-12-11 19:55:52,6
9268,911,2026-02-11,2026-02-11 06:21:52,2026-02-11 14:21:52,8
9269,632,2026-01-16,2026-01-16 16:45:52,2026-01-17 02:45:52,10
9270,424,2025-12-17,2025-12-17 02:02:52,2025-12-17 08:02:52,6
9271,144,2026-02-26,2026-02-26 16:32:52,2026-02-27 04:32:52,12
9272,835,2025-09-12,2025-09-12 08:28:52,2025-09-12 16:28:52,8
9273,820,2026-04-22,2026-04-22 23:42:52,2026-04-23 11:42:52,12
9274,18,2025-08-02,2025-08-02 09:06:52,2025-08-02 21:06:52,12
9275,308,2025-11-20,2025-11-20 18:53:52,2025-11-21 04:53:52,10
9276,128,2026-06-21,2026-06-21 08:20:52,2026-06-21 14:20:52,6
9277,681,2026-05-30,2026-05-30 02:52:52,2026-05-30 06:52:52,4
9278,775,2026-01-11,2026-01-11 20:51:52,2026-01-12 04:51:52,8
9279,612,2025-12-15,2025-12-15 00:47:52,2025-12-15 06:47:52,6
9280,837,2025-12-09,2025-12-09 18:24:52,2025-12-10 02:24:52,8
9281,190,2026-05-22,2026-05-22 20:23:52,2026-05-23 08:23:52,12
9282,119,2025-09-28,2025-09-28 02:48:52,2025-09-28 08:48:52,6
9283,226,2026-06-10,2026-06-10 21:53:52,2026-06-11 03:53:52,6
9284,718,2025-10-08,2025-10-08 16:42:52,2025-10-09 04:42:52,12
9285,928,2026-07-07,2026-07-07 17:41:52,2026-07-08 05:41:52,12
9286,42,2026-05-04,2026-05-04 17:01:52,2026-05-05 03:01:52,10
9287,591,2026-04-01,2026-04-01 00:43:52,2026-04-01 06:43:52,6
9288,483,2026-06-27,2026-06-27 14:00:52,2026-06-27 22:00:52,8
9289,233,2026-05-11,2026-05-11 04:57:52,2026-05-11 12:57:52,8
9290,689,2025-09-05,2025-09-05 14:25:52,2025-09-05 18:25:52,4
9291,694,2026-03-20,2026-03-20 13:44:52,2026-03-20 17:44:52,4
9292,535,2025-12-04,2025-12-04 17:54:52,2025-12-05 01:54:52,8
9293,555,2025-07-12,2025-07-12 20:19:52,2025-07-13 00:19:52,4
9294,854,2025-11-16,2025-11-16 05:19:52,2025-11-16 13:19:52,8
9295,774,2026-04-01,2026-04-01 21:32:52,2026-04-02 09:32:52,12
9296,479,2026-05-20,2026-05-20 00:05:52,2026-05-20 06:05:52,6
9297,787,2026-03-18,2026-03-18 20:14:52,2026-03-19 08:14:52,12
9298,730,2025-08-14,2025-08-14 08:22:52,2025-08-14 20:22:52,12
9299,181,2026-02-01,2026-02-01 06:35:52,2026-02-01 18:35:52,12
9300,546,2025-12-03,2025-12-03 16:25:52,2025-12-04 04:25:52,12
9301,641,2025-12-05,2025-12-05 21:35:52,2025-12-06 03:35:52,6
9302,48,2025-10-12,2025-10-12 03:58:52,2025-10-12 13:58:52,10
9303,100,2025-12-30,2025-12-30 06:41:52,2025-12-30 12:41:52,6
9304,256,2025-10-30,2025-10-30 18:35:52,2025-10-31 02:35:52,8
9305,7,2026-05-12,2026-05-12 06:56:52,2026-05-12 16:56:52,10
9306,757,2025-12-09,2025-12-09 13:54:52,2025-12-10 01:54:52,12
9307,507,2026-04-11,2026-04-11 09:58:52,2026-04-11 15:58:52,6
9308,555,2025-10-29,2025-10-29 23:29:52,2025-10-30 07:29:52,8
9309,587,2025-09-09,2025-09-09 19:29:52,2025-09-09 23:29:52,4
9310,746,2026-04-27,2026-04-27 11:43:52,2026-04-27 21:43:52,10
9311,57,2026-01-25,2026-01-25 23:45:52,2026-01-26 09:45:52,10
9312,87,2026-03-12,2026-03-12 16:00:52,2026-03-13 04:00:52,12
9313,1,2026-06-22,2026-06-22 08:33:52,2026-06-22 20:33:52,12
9314,379,2026-02-12,2026-02-12 02:33:52,2026-02-12 10:33:52,8
9315,682,2026-04-07,2026-04-07 03:31:52,2026-04-07 13:31:52,10
9316,160,2026-07-01,2026-07-01 19:14:52,2026-07-02 03:14:52,8
9317,204,2026-01-23,2026-01-23 06:35:52,2026-01-23 18:35:52,12
9318,585,2026-03-17,2026-03-17 02:42:52,2026-03-17 12:42:52,10
9319,735,2025-08-13,2025-08-13 06:52:52,2025-08-13 12:52:52,6
9320,185,2026-06-16,2026-06-16 10:11:52,2026-06-16 14:11:52,4
9321,429,2025-07-26,2025-07-26 18:34:52,2025-07-27 04:34:52,10
9322,433,2026-05-12,2026-05-12 04:36:52,2026-05-12 08:36:52,4
9323,592,2025-12-08,2025-12-08 20:31:52,2025-12-09 02:31:52,6
9324,289,2025-08-16,2025-08-16 15:00:52,2025-08-17 01:00:52,10
9325,153,2026-03-20,2026-03-20 00:55:52,2026-03-20 08:55:52,8
9326,91,2025-07-21,2025-07-21 08:22:52,2025-07-21 16:22:52,8
9327,136,2025-08-29,2025-08-29 16:23:52,2025-08-29 22:23:52,6
9328,948,2025-07-20,2025-07-20 10:08:52,2025-07-20 20:08:52,10
9329,960,2026-01-30,2026-01-30 04:59:52,2026-01-30 14:59:52,10
9330,889,2025-09-29,2025-09-29 16:05:52,2025-09-29 22:05:52,6
9331,815,2025-07-15,2025-07-15 00:13:52,2025-07-15 04:13:52,4
9332,183,2025-07-24,2025-07-24 06:23:52,2025-07-24 16:23:52,10
9333,217,2026-06-08,2026-06-08 02:11:52,2026-06-08 08:11:52,6
9334,354,2026-01-24,2026-01-24 08:55:52,2026-01-24 16:55:52,8
9335,641,2026-05-16,2026-05-16 11:08:52,2026-05-16 21:08:52,10
9336,846,2025-11-16,2025-11-16 10:58:52,2025-11-16 16:58:52,6
9337,584,2025-10-17,2025-10-17 21:33:52,2025-10-18 05:33:52,8
9338,973,2026-02-25,2026-02-25 19:59:52,2026-02-26 05:59:52,10
9339,164,2026-06-10,2026-06-10 03:09:52,2026-06-10 09:09:52,6
9340,440,2026-03-08,2026-03-08 21:26:52,2026-03-09 09:26:52,12
9341,531,2025-10-03,2025-10-03 03:37:52,2025-10-03 13:37:52,10
9342,891,2026-04-27,2026-04-27 18:23:52,2026-04-28 06:23:52,12
9343,239,2025-09-12,2025-09-12 21:04:52,2025-09-13 07:04:52,10
9344,753,2025-07-25,2025-07-25 22:34:52,2025-07-26 08:34:52,10
9345,980,2025-09-04,2025-09-04 18:47:52,2025-09-05 04:47:52,10
9346,43,2026-05-16,2026-05-16 04:53:52,2026-05-16 12:53:52,8
9347,635,2026-05-12,2026-05-12 04:45:52,2026-05-12 10:45:52,6
9348,315,2026-05-01,2026-05-01 23:54:52,2026-05-02 11:54:52,12
9349,64,2026-04-28,2026-04-28 16:09:52,2026-04-29 02:09:52,10
9350,207,2026-06-13,2026-06-13 17:05:52,2026-06-14 03:05:52,10
9351,35,2026-01-12,2026-01-12 20:22:52,2026-01-13 04:22:52,8
9352,72,2025-09-23,2025-09-23 16:42:52,2025-09-24 02:42:52,10
9353,638,2026-03-14,2026-03-14 16:12:52,2026-03-14 22:12:52,6
9354,409,2026-03-11,2026-03-11 18:06:52,2026-03-12 04:06:52,10
9355,898,2025-07-12,2025-07-12 23:11:52,2025-07-13 05:11:52,6
9356,333,2025-08-21,2025-08-21 15:25:52,2025-08-21 23:25:52,8
9357,933,2025-11-08,2025-11-08 16:39:52,2025-11-09 00:39:52,8
9358,55,2026-03-25,2026-03-25 19:27:52,2026-03-26 07:27:52,12
9359,988,2026-02-27,2026-02-27 02:18:52,2026-02-27 14:18:52,12
9360,418,2025-12-10,2025-12-10 16:34:52,2025-12-11 02:34:52,10
9361,517,2025-09-19,2025-09-19 21:45:52,2025-09-20 03:45:52,6
9362,552,2025-10-06,2025-10-06 19:33:52,2025-10-07 05:33:52,10
9363,593,2026-02-27,2026-02-27 08:00:52,2026-02-27 18:00:52,10
9364,702,2026-01-17,2026-01-17 03:12:52,2026-01-17 09:12:52,6
9365,897,2025-12-19,2025-12-19 23:46:52,2025-12-20 05:46:52,6
9366,184,2025-08-03,2025-08-03 23:44:52,2025-08-04 11:44:52,12
9367,552,2025-12-31,2025-12-31 11:19:52,2025-12-31 17:19:52,6
9368,898,2026-06-29,2026-06-29 22:00:52,2026-06-30 10:00:52,12
9369,590,2026-01-29,2026-01-29 09:57:52,2026-01-29 15:57:52,6
9370,225,2026-07-07,2026-07-07 14:14:52,2026-07-08 02:14:52,12
9371,103,2026-02-15,2026-02-15 10:35:52,2026-02-15 16:35:52,6
9372,788,2025-11-03,2025-11-03 04:19:52,2025-11-03 08:19:52,4
9373,507,2025-11-14,2025-11-14 03:59:52,2025-11-14 11:59:52,8
9374,245,2026-04-22,2026-04-22 04:21:52,2026-04-22 12:21:52,8
9375,95,2026-06-19,2026-06-19 14:35:52,2026-06-19 20:35:52,6
9376,858,2025-10-22,2025-10-22 00:36:52,2025-10-22 04:36:52,4
9377,98,2025-11-28,2025-11-28 13:05:52,2025-11-28 19:05:52,6
9378,372,2025-11-23,2025-11-23 12:16:52,2025-11-23 18:16:52,6
9379,692,2026-05-29,2026-05-29 04:11:52,2026-05-29 12:11:52,8
9380,368,2025-11-25,2025-11-25 10:04:52,2025-11-25 16:04:52,6
9381,860,2025-11-22,2025-11-22 10:26:52,2025-11-22 22:26:52,12
9382,249,2025-08-07,2025-08-07 22:52:52,2025-08-08 02:52:52,4
9383,520,2025-11-05,2025-11-05 18:40:52,2025-11-06 00:40:52,6
9384,527,2026-06-22,2026-06-22 13:01:52,2026-06-23 01:01:52,12
9385,598,2026-04-15,2026-04-15 22:25:52,2026-04-16 06:25:52,8
9386,759,2025-12-16,2025-12-16 17:32:52,2025-12-16 23:32:52,6
9387,795,2025-12-25,2025-12-25 12:36:52,2025-12-25 20:36:52,8
9388,772,2026-05-07,2026-05-07 09:07:52,2026-05-07 13:07:52,4
9389,876,2026-01-26,2026-01-26 08:01:52,2026-01-26 18:01:52,10
9390,450,2026-06-02,2026-06-02 10:48:52,2026-06-02 18:48:52,8
9391,559,2026-06-17,2026-06-17 04:06:52,2026-06-17 14:06:52,10
9392,41,2025-12-08,2025-12-08 13:14:52,2025-12-08 23:14:52,10
9393,549,2025-09-27,2025-09-27 13:14:52,2025-09-27 21:14:52,8
9394,130,2025-07-22,2025-07-22 23:33:52,2025-07-23 05:33:52,6
9395,828,2025-12-31,2025-12-31 12:08:52,2025-12-31 16:08:52,4
9396,547,2026-02-18,2026-02-18 15:00:52,2026-02-18 23:00:52,8
9397,101,2026-06-08,2026-06-08 17:13:52,2026-06-09 01:13:52,8
9398,834,2026-04-24,2026-04-24 07:51:52,2026-04-24 15:51:52,8
9399,927,2026-03-02,2026-03-02 15:51:52,2026-03-02 21:51:52,6
9400,952,2026-07-05,2026-07-05 20:52:52,2026-07-06 08:52:52,12
9401,34,2025-07-17,2025-07-17 01:20:52,2025-07-17 05:20:52,4
9402,755,2025-07-29,2025-07-29 02:42:52,2025-07-29 08:42:52,6
9403,610,2026-06-23,2026-06-23 05:30:52,2026-06-23 17:30:52,12
9404,944,2026-02-22,2026-02-22 10:50:52,2026-02-22 16:50:52,6
9405,764,2025-11-26,2025-11-26 07:49:52,2025-11-26 19:49:52,12
9406,318,2025-09-27,2025-09-27 07:28:52,2025-09-27 13:28:52,6
9407,167,2025-11-11,2025-11-11 06:59:52,2025-11-11 12:59:52,6
9408,698,2025-12-14,2025-12-14 17:46:52,2025-12-15 03:46:52,10
9409,175,2026-02-01,2026-02-01 06:12:52,2026-02-01 14:12:52,8
9410,49,2025-08-30,2025-08-30 22:14:52,2025-08-31 04:14:52,6
9411,176,2026-05-06,2026-05-06 20:47:52,2026-05-07 02:47:52,6
9412,424,2025-09-06,2025-09-06 11:11:52,2025-09-06 23:11:52,12
9413,683,2025-09-05,2025-09-05 22:57:52,2025-09-06 04:57:52,6
9414,73,2025-11-23,2025-11-23 21:00:52,2025-11-24 03:00:52,6
9415,742,2026-04-27,2026-04-27 03:06:52,2026-04-27 07:06:52,4
9416,626,2026-05-27,2026-05-27 14:28:52,2026-05-27 22:28:52,8
9417,125,2025-09-24,2025-09-24 16:07:52,2025-09-24 20:07:52,4
9418,44,2025-07-19,2025-07-19 04:35:52,2025-07-19 08:35:52,4
9419,852,2026-01-09,2026-01-09 12:49:52,2026-01-09 18:49:52,6
9420,124,2026-01-16,2026-01-16 22:20:52,2026-01-17 10:20:52,12
9421,976,2026-02-10,2026-02-10 15:33:52,2026-02-10 21:33:52,6
9422,883,2025-09-01,2025-09-01 09:39:52,2025-09-01 17:39:52,8
9423,163,2025-12-21,2025-12-21 01:32:52,2025-12-21 07:32:52,6
9424,667,2026-05-31,2026-05-31 12:59:52,2026-05-31 16:59:52,4
9425,39,2025-10-04,2025-10-04 21:17:52,2025-10-05 05:17:52,8
9426,190,2026-04-16,2026-04-16 11:42:52,2026-04-16 15:42:52,4
9427,235,2026-07-03,2026-07-03 18:35:52,2026-07-04 06:35:52,12
9428,886,2026-03-06,2026-03-06 14:28:52,2026-03-06 20:28:52,6
9429,993,2025-09-22,2025-09-22 16:08:52,2025-09-23 00:08:52,8
9430,950,2026-06-01,2026-06-01 06:27:52,2026-06-01 10:27:52,4
9431,286,2025-08-06,2025-08-06 12:20:52,2025-08-06 18:20:52,6
9432,435,2025-12-22,2025-12-22 05:38:52,2025-12-22 17:38:52,12
9433,198,2025-12-27,2025-12-27 14:32:52,2025-12-28 00:32:52,10
9434,351,2025-11-11,2025-11-11 07:10:52,2025-11-11 17:10:52,10
9435,126,2026-02-11,2026-02-11 19:45:52,2026-02-12 07:45:52,12
9436,933,2026-01-16,2026-01-16 11:22:52,2026-01-16 21:22:52,10
9437,384,2026-04-02,2026-04-02 01:32:52,2026-04-02 05:32:52,4
9438,955,2025-07-27,2025-07-27 00:50:52,2025-07-27 08:50:52,8
9439,190,2026-06-27,2026-06-27 22:37:52,2026-06-28 10:37:52,12
9440,3,2026-04-07,2026-04-07 11:45:52,2026-04-07 21:45:52,10
9441,193,2025-11-01,2025-11-01 10:39:52,2025-11-01 20:39:52,10
9442,689,2025-08-20,2025-08-20 15:47:52,2025-08-20 19:47:52,4
9443,811,2026-04-22,2026-04-22 11:40:52,2026-04-22 19:40:52,8
9444,684,2026-06-27,2026-06-27 11:35:52,2026-06-27 23:35:52,12
9445,484,2025-09-09,2025-09-09 02:19:52,2025-09-09 12:19:52,10
9446,917,2025-12-24,2025-12-24 22:58:52,2025-12-25 10:58:52,12
9447,698,2026-01-05,2026-01-05 12:02:52,2026-01-05 16:02:52,4
9448,796,2025-08-11,2025-08-11 16:38:52,2025-08-12 00:38:52,8
9449,438,2026-01-15,2026-01-15 05:25:52,2026-01-15 11:25:52,6
9450,16,2025-08-22,2025-08-22 01:44:52,2025-08-22 11:44:52,10
9451,69,2026-05-29,2026-05-29 04:14:52,2026-05-29 14:14:52,10
9452,158,2025-08-10,2025-08-10 05:27:52,2025-08-10 11:27:52,6
9453,190,2026-05-28,2026-05-28 14:36:52,2026-05-28 22:36:52,8
9454,616,2025-10-01,2025-10-01 11:06:52,2025-10-01 17:06:52,6
9455,529,2026-03-20,2026-03-20 06:23:52,2026-03-20 14:23:52,8
9456,405,2026-02-13,2026-02-13 14:39:52,2026-02-14 00:39:52,10
9457,892,2025-08-05,2025-08-05 04:30:52,2025-08-05 14:30:52,10
9458,436,2026-03-08,2026-03-08 14:42:52,2026-03-08 20:42:52,6
9459,643,2026-03-17,2026-03-17 19:56:52,2026-03-18 01:56:52,6
9460,852,2025-11-08,2025-11-08 10:17:52,2025-11-08 20:17:52,10
9461,388,2026-05-15,2026-05-15 04:46:52,2026-05-15 10:46:52,6
9462,771,2026-01-03,2026-01-03 04:42:52,2026-01-03 14:42:52,10
9463,957,2026-02-19,2026-02-19 12:34:52,2026-02-19 18:34:52,6
9464,394,2025-07-08,2025-07-08 20:28:52,2025-07-09 06:28:52,10
9465,811,2026-01-01,2026-01-01 12:53:52,2026-01-01 22:53:52,10
9466,350,2026-02-08,2026-02-08 19:28:52,2026-02-09 05:28:52,10
9467,285,2025-08-21,2025-08-21 09:33:52,2025-08-21 13:33:52,4
9468,33,2026-01-11,2026-01-11 03:14:52,2026-01-11 07:14:52,4
9469,387,2025-10-22,2025-10-22 13:26:52,2025-10-22 23:26:52,10
9470,203,2026-04-05,2026-04-05 12:20:52,2026-04-05 16:20:52,4
9471,217,2026-06-20,2026-06-20 17:40:52,2026-06-21 03:40:52,10
9472,351,2026-03-09,2026-03-09 00:12:52,2026-03-09 04:12:52,4
9473,246,2026-04-07,2026-04-07 09:22:52,2026-04-07 19:22:52,10
9474,691,2026-02-20,2026-02-20 12:52:52,2026-02-20 18:52:52,6
9475,245,2025-08-04,2025-08-04 21:22:52,2025-08-05 01:22:52,4
9476,815,2026-02-10,2026-02-10 15:02:52,2026-02-10 21:02:52,6
9477,388,2025-07-15,2025-07-15 01:16:52,2025-07-15 13:16:52,12
9478,244,2025-10-21,2025-10-21 12:01:52,2025-10-21 22:01:52,10
9479,882,2025-08-07,2025-08-07 01:18:52,2025-08-07 05:18:52,4
9480,513,2026-06-27,2026-06-27 08:47:52,2026-06-27 12:47:52,4
9481,886,2025-12-23,2025-12-23 22:47:52,2025-12-24 04:47:52,6
9482,106,2026-02-18,2026-02-18 15:26:52,2026-02-19 03:26:52,12
9483,590,2025-12-20,2025-12-20 00:11:52,2025-12-20 06:11:52,6
9484,395,2025-08-14,2025-08-14 15:32:52,2025-08-15 03:32:52,12
9485,828,2026-03-08,2026-03-08 14:11:52,2026-03-08 18:11:52,4
9486,971,2025-10-19,2025-10-19 23:28:52,2025-10-20 07:28:52,8
9487,593,2026-02-19,2026-02-19 09:48:52,2026-02-19 17:48:52,8
9488,368,2026-04-27,2026-04-27 17:49:52,2026-04-27 21:49:52,4
9489,44,2026-05-09,2026-05-09 13:54:52,2026-05-09 21:54:52,8
9490,509,2026-06-09,2026-06-09 21:35:52,2026-06-10 05:35:52,8
9491,651,2025-08-23,2025-08-23 11:40:52,2025-08-23 17:40:52,6
9492,746,2026-02-26,2026-02-26 10:03:52,2026-02-26 14:03:52,4
9493,977,2026-04-14,2026-04-14 12:25:52,2026-04-14 22:25:52,10
9494,655,2025-08-10,2025-08-10 21:31:52,2025-08-11 01:31:52,4
9495,902,2025-09-06,2025-09-06 12:50:52,2025-09-06 16:50:52,4
9496,575,2026-03-05,2026-03-05 12:07:52,2026-03-05 18:07:52,6
9497,415,2026-01-12,2026-01-12 15:05:52,2026-01-12 23:05:52,8
9498,414,2025-08-09,2025-08-09 21:54:52,2025-08-10 07:54:52,10
9499,927,2026-04-22,2026-04-22 02:21:52,2026-04-22 08:21:52,6
9500,591,2025-12-28,2025-12-28 07:46:52,2025-12-28 15:46:52,8
9501,241,2026-05-30,2026-05-30 08:32:52,2026-05-30 12:32:52,4
9502,185,2025-12-25,2025-12-25 05:37:52,2025-12-25 11:37:52,6
9503,482,2026-02-05,2026-02-05 12:41:52,2026-02-05 22:41:52,10
9504,294,2026-05-02,2026-05-02 06:39:52,2026-05-02 18:39:52,12
9505,297,2026-02-10,2026-02-10 20:44:52,2026-02-11 02:44:52,6
9506,319,2026-03-05,2026-03-05 21:32:52,2026-03-06 03:32:52,6
9507,355,2025-10-08,2025-10-08 23:05:52,2025-10-09 09:05:52,10
9508,759,2025-09-12,2025-09-12 05:45:52,2025-09-12 15:45:52,10
9509,281,2025-11-05,2025-11-05 16:10:52,2025-11-06 02:10:52,10
